phoneme,feature
E,lower
E,mid
E,front
E,unrounded
I,lowered
I,high
I,front
I,unrounded
O,lower
O,mid
O,back
O,rounded
xxhe,voiceless
xxhe,mid
xxhe,front
xxhe,unrounded
xxho,voiceless
xxho,mid
xxho,back
xxho,rounded
a,low
a,central
a,unrounded
e,higher
e,mid
e,front
e,unrounded
ha,voiceless
ha,low
ha,central
ha,unrounded
hi,voiceless
hi,high
hi,front
hi,unrounded
hu,voiceless
hu,high
hu,back
hu,rounded
i,high
i,front
i,unrounded
o,higher
o,mid
o,back
o,rounded
u,high
u,back
u,rounded
